Date,F,G,H,J,K,M,N,Q,U,V,X,Z
1/1/2019,1.3349,1.3434,1.3631,1.5583,1.573,1.5746,1.5759,1.5651,1.5542,1.4315,1.4077,1.3878
1/2/2019,1.3639,1.3724,1.3921,1.5873,1.602,1.6036,1.6049,1.5941,1.5832,1.4605,1.4367,1.4168
1/3/2019,1.3897,1.398,1.4175,1.6125,1.6269,1.6294,1.6293,1.6181,1.6067,1.4836,1.4593,1.439
1/4/2019,1.405,1.4129,1.4318,1.6261,1.641,1.6428,1.6428,1.6316,1.6203,1.4972,1.473,1.4527
1/5/2019,1.405,1.4129,1.4318,1.6261,1.641,1.6428,1.6428,1.6316,1.6203,1.4972,1.473,1.4527
1/6/2019,1.405,1.4129,1.4318,1.6261,1.641,1.6428,1.6428,1.6316,1.6203,1.4972,1.473,1.4527
1/7/2019,1.4084,1.4163,1.4352,1.6247,1.6383,1.6413,1.6403,1.6301,1.6193,1.4962,1.472,1.4517
1/8/2019,1.4324,1.4403,1.4588,1.6486,1.6622,1.6651,1.6641,1.6538,1.643,1.5198,1.4956,1.4752
1/9/2019,1.4955,1.5038,1.5226,1.7123,1.7259,1.7287,1.7277,1.7174,1.7066,1.5834,1.5592,1.5388
1/10/2019,1.4993,1.5079,1.5272,1.7168,1.7302,1.7329,1.7318,1.7214,1.7106,1.5873,1.563,1.5425
1/11/2019,1.4723,1.4812,1.5018,1.6915,1.7028,1.7031,1.7015,1.6911,1.6803,1.557,1.5328,1.5123
1/12/2019,1.4723,1.4812,1.5018,1.6915,1.7028,1.7031,1.7015,1.6911,1.6803,1.557,1.5328,1.5123
1/13/2019,1.4723,1.4812,1.5018,1.6915,1.7028,1.7031,1.7015,1.6911,1.6803,1.557,1.5328,1.5123
1/14/2019,1.4377,1.4479,1.469,1.6586,1.6698,1.67,1.6683,1.6578,1.6469,1.5235,1.4992,1.4786
1/15/2019,1.4697,1.4799,1.5014,1.6907,1.7016,1.7014,1.6994,1.6886,1.6774,1.5536,1.529,1.5081
1/16/2019,1.4754,1.4857,1.5074,1.6967,1.7076,1.7074,1.7054,1.6946,1.6834,1.5596,1.535,1.5141
1/17/2019,1.4749,1.4846,1.5055,1.6952,1.7061,1.7059,1.7039,1.6931,1.6819,1.5581,1.5335,1.5126
1/18/2019,1.4996,1.5084,1.5281,1.7182,1.7287,1.7255,1.724,1.7155,1.7035,1.5777,1.551,1.5281
1/19/2019,1.4996,1.5084,1.5281,1.7182,1.7287,1.7255,1.724,1.7155,1.7035,1.5777,1.551,1.5281
1/20/2019,1.4996,1.5084,1.5281,1.7182,1.7287,1.7255,1.724,1.7155,1.7035,1.5777,1.551,1.5281
1/21/2019,1.4996,1.5084,1.5281,1.7182,1.7287,1.7255,1.724,1.7155,1.7035,1.5777,1.551,1.5281
1/22/2019,1.4718,1.4806,1.5003,1.6904,1.7009,1.6977,1.6962,1.6877,1.6757,1.5499,1.5232,1.5003
1/23/2019,1.4667,1.4758,1.4956,1.6858,1.6965,1.6934,1.6919,1.6837,1.6718,1.5462,1.5196,1.4969
1/24/2019,1.4706,1.4791,1.4977,1.686,1.6944,1.6901,1.6886,1.6794,1.665,1.5422,1.5181,1.4975
1/25/2019,1.4751,1.4833,1.5014,1.6894,1.699,1.6949,1.6912,1.6815,1.6661,1.5446,1.5217,1.5024
1/26/2019,1.4751,1.4833,1.5014,1.6894,1.699,1.6949,1.6912,1.6815,1.6661,1.5446,1.5217,1.5024
1/27/2019,1.4751,1.4833,1.5014,1.6894,1.699,1.6949,1.6912,1.6815,1.6661,1.5446,1.5217,1.5024
1/28/2019,1.4304,1.4392,1.4574,1.6462,1.6566,1.6534,1.6502,1.6416,1.627,1.5062,1.4841,1.4656
1/29/2019,1.4558,1.4651,1.4832,1.672,1.6825,1.6794,1.6761,1.6674,1.6528,1.532,1.5098,1.4913
1/30/2019,1.4665,1.4755,1.4934,1.6827,1.693,1.6901,1.6866,1.6779,1.6619,1.5397,1.516,1.4961
1/31/2019,1.4401,1.4487,1.4663,1.6545,1.6662,1.6641,1.6601,1.6514,1.6354,1.5132,1.4895,1.4696
2/1/2019,1.4824,1.4905,1.5076,1.6967,1.708,1.7057,1.7005,1.6913,1.6733,1.5515,1.5283,1.5088
2/2/2019,1.4824,1.4905,1.5076,1.6967,1.708,1.7057,1.7005,1.6913,1.6733,1.5515,1.5283,1.5088
2/3/2019,1.4824,1.4905,1.5076,1.6967,1.708,1.7057,1.7005,1.6913,1.6733,1.5515,1.5283,1.5088
2/4/2019,1.4771,1.4848,1.5014,1.6892,1.7013,1.6995,1.6951,1.6859,1.6679,1.5461,1.5229,1.5034
2/5/2019,1.4665,1.475,1.4919,1.6807,1.6919,1.6904,1.6857,1.6756,1.6556,1.5344,1.5119,1.493
2/6/2019,1.4852,1.493,1.5097,1.6972,1.7098,1.7085,1.7033,1.6927,1.6722,1.5511,1.5287,1.5099
2/7/2019,1.4602,1.4681,1.4849,1.6722,1.6848,1.6834,1.6772,1.6656,1.6441,1.5242,1.5029,1.4853
2/8/2019,1.4675,1.4755,1.4925,1.6786,1.6901,1.6875,1.6845,1.6729,1.6514,1.5315,1.5102,1.4926
2/9/2019,1.4675,1.4755,1.4925,1.6786,1.6901,1.6875,1.6845,1.6729,1.6514,1.5315,1.5102,1.4926
2/10/2019,1.4675,1.4755,1.4925,1.6786,1.6901,1.6875,1.6845,1.6729,1.6514,1.5315,1.5102,1.4926
2/11/2019,1.456,1.4639,1.481,1.6672,1.6788,1.6764,1.6713,1.6587,1.6367,1.5181,1.498,1.4817
2/12/2019,1.4708,1.4786,1.4956,1.6819,1.6935,1.6913,1.6855,1.6719,1.6484,1.5307,1.5114,1.496
2/13/2019,1.5002,1.5076,1.5241,1.7104,1.722,1.7213,1.7145,1.701,1.6772,1.5562,1.5356,1.5188
2/14/2019,1.5214,1.5286,1.5447,1.728,1.742,1.741,1.7335,1.7192,1.6942,1.5712,1.5512,1.5385
2/15/2019,1.5683,1.5751,1.5909,1.7739,1.7874,1.7862,1.7774,1.7631,1.7391,1.6141,1.5915,1.5762
2/16/2019,1.5683,1.5751,1.5909,1.7739,1.7874,1.7862,1.7774,1.7631,1.7391,1.6141,1.5915,1.5762
2/17/2019,1.5683,1.5751,1.5909,1.7739,1.7874,1.7862,1.7774,1.7631,1.7391,1.6141,1.5915,1.5762
2/18/2019,1.5683,1.5751,1.5909,1.7739,1.7874,1.7862,1.7774,1.7631,1.7391,1.6141,1.5915,1.5762
2/19/2019,1.5716,1.5782,1.5939,1.7769,1.7894,1.7882,1.7794,1.7651,1.7411,1.6161,1.5926,1.5764
2/20/2019,1.5943,1.6008,1.6162,1.7988,1.811,1.8093,1.8006,1.7863,1.7624,1.6375,1.614,1.5979
2/21/2019,1.5982,1.6047,1.6199,1.802,1.8137,1.8127,1.804,1.7897,1.7658,1.6409,1.6174,1.6013
2/22/2019,1.5998,1.6066,1.622,1.8043,1.8155,1.814,1.8056,1.7917,1.7681,1.6431,1.6193,1.6028
2/23/2019,1.5998,1.6066,1.622,1.8043,1.8155,1.814,1.8056,1.7917,1.7681,1.6431,1.6193,1.6028
2/24/2019,1.5998,1.6066,1.622,1.8043,1.8155,1.814,1.8056,1.7917,1.7681,1.6431,1.6193,1.6028
2/25/2019,1.5446,1.5526,1.5694,1.7519,1.7632,1.7619,1.7539,1.7407,1.7167,1.5913,1.567,1.5501
2/26/2019,1.5584,1.5661,1.5827,1.7652,1.7765,1.7751,1.7671,1.7539,1.7299,1.6044,1.5801,1.5634
2/27/2019,1.5876,1.5946,1.6105,1.7913,1.8044,1.8022,1.7939,1.7805,1.757,1.6315,1.607,1.5903
2/28/2019,1.5815,1.5887,1.6049,1.7832,1.7939,1.7925,1.7858,1.7732,1.7507,1.6232,1.5968,1.5771
3/1/2019,1.5602,1.5676,1.5841,1.7623,1.773,1.7715,1.7648,1.7521,1.7295,1.602,1.5755,1.5558
3/2/2019,1.5602,1.5676,1.5841,1.7623,1.773,1.7715,1.7648,1.7521,1.7295,1.602,1.5755,1.5558
3/3/2019,1.5602,1.5676,1.5841,1.7623,1.773,1.7715,1.7648,1.7521,1.7295,1.602,1.5755,1.5558
3/4/2019,1.5752,1.5818,1.5978,1.7754,1.7863,1.7852,1.7781,1.7652,1.7431,1.617,1.592,1.5742
3/5/2019,1.5837,1.5901,1.6061,1.7827,1.7934,1.7923,1.7852,1.7723,1.7502,1.6241,1.5991,1.5813
3/6/2019,1.5917,1.598,1.6139,1.7905,1.8011,1.8004,1.7928,1.7796,1.7575,1.6314,1.6064,1.5886
3/7/2019,1.6004,1.6066,1.6222,1.798,1.807,1.8071,1.7989,1.7857,1.7631,1.637,1.6119,1.5929
3/8/2019,1.5864,1.5921,1.6068,1.782,1.791,1.7911,1.7828,1.7696,1.7469,1.6211,1.5961,1.5776
3/9/2019,1.5864,1.5921,1.6068,1.782,1.791,1.7911,1.7828,1.7696,1.7469,1.6211,1.5961,1.5776
3/10/2019,1.5864,1.5921,1.6068,1.782,1.791,1.7911,1.7828,1.7696,1.7469,1.6211,1.5961,1.5776
3/11/2019,1.6043,1.6098,1.6241,1.798,1.8074,1.807,1.7983,1.7846,1.7614,1.6352,1.6097,1.5907
3/12/2019,1.6061,1.6117,1.6258,1.7997,1.8095,1.8096,1.8018,1.7878,1.764,1.6377,1.6121,1.593
3/13/2019,1.6307,1.6362,1.6498,1.8231,1.8326,1.8336,1.8259,1.8119,1.7883,1.6614,1.6351,1.6154
3/14/2019,1.619,1.6246,1.6382,1.8113,1.8208,1.8218,1.8141,1.8001,1.7766,1.6497,1.6234,1.6037
3/15/2019,1.617,1.6229,1.6366,1.8097,1.8192,1.8197,1.8121,1.7984,1.7756,1.6495,1.6241,1.6052
3/16/2019,1.617,1.6229,1.6366,1.8097,1.8192,1.8197,1.8121,1.7984,1.7756,1.6495,1.6241,1.6052
3/17/2019,1.617,1.6229,1.6366,1.8097,1.8192,1.8197,1.8121,1.7984,1.7756,1.6495,1.6241,1.6052
3/18/2019,1.6278,1.6335,1.647,1.8199,1.8291,1.8272,1.8195,1.8058,1.7829,1.6567,1.6313,1.6123
3/19/2019,1.6355,1.6408,1.654,1.8282,1.8362,1.8337,1.8262,1.8124,1.7895,1.6633,1.6379,1.6189
3/20/2019,1.657,1.6617,1.6746,1.8475,1.8543,1.8524,1.8459,1.832,1.8082,1.6832,1.6569,1.6369
3/21/2019,1.646,1.6506,1.6634,1.8355,1.8419,1.8396,1.8324,1.8178,1.7943,1.6686,1.6416,1.6209
3/22/2019,1.6271,1.6317,1.6446,1.8166,1.8232,1.8207,1.8114,1.7962,1.772,1.6441,1.6167,1.5921
3/23/2019,1.6271,1.6317,1.6446,1.8166,1.8232,1.8207,1.8114,1.7962,1.772,1.6441,1.6167,1.5921
3/24/2019,1.6271,1.6317,1.6446,1.8166,1.8232,1.8207,1.8114,1.7962,1.772,1.6441,1.6167,1.5921
3/25/2019,1.6261,1.6308,1.6439,1.8161,1.8221,1.819,1.8097,1.7946,1.7708,1.6433,1.6164,1.5918
3/26/2019,1.6347,1.639,1.6518,1.8242,1.8295,1.8264,1.817,1.8019,1.778,1.6505,1.6235,1.5989
3/27/2019,1.6218,1.6267,1.6401,1.8125,1.8182,1.8154,1.8054,1.7903,1.7664,1.6389,1.6119,1.5873
3/28/2019,1.6146,1.6203,1.6343,1.8069,1.8128,1.8106,1.8007,1.7857,1.7621,1.6344,1.6074,1.5828
3/29/2019,1.638,1.6443,1.6586,1.8309,1.8368,1.8332,1.8222,1.8064,1.7823,1.6549,1.6274,1.5989
3/30/2019,1.638,1.6443,1.6586,1.8309,1.8368,1.8332,1.8222,1.8064,1.7823,1.6549,1.6274,1.5989
3/31/2019,1.638,1.6443,1.6586,1.8309,1.8368,1.8332,1.8222,1.8064,1.7823,1.6549,1.6274,1.5989
4/1/2019,1.6633,1.6691,1.6829,1.8547,1.8596,1.8544,1.8431,1.8272,1.803,1.6756,1.6457,1.6188
4/2/2019,1.6705,1.6754,1.6883,1.8602,1.8653,1.8607,1.8494,1.8326,1.8086,1.6809,1.6506,1.6237
4/3/2019,1.6712,1.6751,1.6872,1.8592,1.8641,1.8597,1.8481,1.8312,1.8073,1.6799,1.6499,1.6244
4/4/2019,1.6681,1.6714,1.6832,1.8554,1.8605,1.8569,1.845,1.8278,1.8041,1.6751,1.6455,1.6205
4/5/2019,1.6869,1.6893,1.7006,1.8732,1.878,1.8737,1.8618,1.8445,1.8201,1.6906,1.6601,1.6353
4/6/2019,1.6869,1.6893,1.7006,1.8732,1.878,1.8737,1.8618,1.8445,1.8201,1.6906,1.6601,1.6353
4/7/2019,1.6869,1.6893,1.7006,1.8732,1.878,1.8737,1.8618,1.8445,1.8201,1.6906,1.6601,1.6353
4/8/2019,1.6979,1.6997,1.7103,1.8835,1.8876,1.883,1.871,1.8537,1.8293,1.6982,1.6677,1.6429
4/9/2019,1.6921,1.6941,1.7049,1.8772,1.8816,1.8768,1.8648,1.8475,1.8231,1.6914,1.6614,1.6371
4/10/2019,1.7278,1.7294,1.7396,1.9108,1.9145,1.9096,1.8973,1.8794,1.8546,1.7215,1.692,1.6677
4/11/2019,1.7151,1.7173,1.728,1.8982,1.9026,1.8982,1.8861,1.8683,1.8435,1.7104,1.6809,1.6566
4/12/2019,1.7276,1.7298,1.74,1.9101,1.9146,1.9105,1.8997,1.8818,1.8564,1.7226,1.6931,1.6688
4/13/2019,1.7276,1.7298,1.74,1.9101,1.9146,1.9105,1.8997,1.8818,1.8564,1.7226,1.6931,1.6688
4/14/2019,1.7276,1.7298,1.74,1.9101,1.9146,1.9105,1.8997,1.8818,1.8564,1.7226,1.6931,1.6688
4/15/2019,1.7188,1.7222,1.7336,1.9037,1.9088,1.9052,1.8949,1.877,1.8516,1.7178,1.6883,1.664
4/16/2019,1.7275,1.7309,1.7419,1.9122,1.917,1.9134,1.9033,1.8851,1.8593,1.7246,1.6951,1.6708
4/17/2019,1.7221,1.7257,1.7368,1.9074,1.9123,1.9091,1.8987,1.8807,1.8551,1.7204,1.6909,1.6666
4/18/2019,1.7314,1.7345,1.7452,1.9158,1.9207,1.9179,1.9076,1.8902,1.8648,1.7301,1.7006,1.6763
4/19/2019,1.7314,1.7345,1.7452,1.9158,1.9207,1.9179,1.9076,1.8902,1.8648,1.7301,1.7006,1.6763
4/20/2019,1.7314,1.7345,1.7452,1.9158,1.9207,1.9179,1.9076,1.8902,1.8648,1.7301,1.7006,1.6763
4/21/2019,1.7314,1.7345,1.7452,1.9158,1.9207,1.9179,1.9076,1.8902,1.8648,1.7301,1.7006,1.6763
4/22/2019,1.7651,1.767,1.7767,1.9458,1.95,1.9464,1.9358,1.9178,1.892,1.7567,1.7267,1.7018
4/23/2019,1.7744,1.776,1.7851,1.9525,1.9567,1.9529,1.9414,1.9234,1.8976,1.7619,1.7324,1.7098
4/24/2019,1.7698,1.771,1.7804,1.9466,1.9503,1.946,1.9338,1.9154,1.8896,1.754,1.7246,1.705
4/25/2019,1.7705,1.7721,1.7817,1.9479,1.9515,1.9463,1.9342,1.9159,1.8903,1.7548,1.7255,1.706
4/26/2019,1.7363,1.7395,1.7505,1.9174,1.9215,1.9165,1.9043,1.886,1.8607,1.7257,1.6966,1.6781
4/27/2019,1.7363,1.7395,1.7505,1.9174,1.9215,1.9165,1.9043,1.886,1.8607,1.7257,1.6966,1.6781
4/28/2019,1.7363,1.7395,1.7505,1.9174,1.9215,1.9165,1.9043,1.886,1.8607,1.7257,1.6966,1.6781
4/29/2019,1.7302,1.7345,1.7465,1.9137,1.9185,1.9134,1.9006,1.8823,1.857,1.722,1.6929,1.6744
4/30/2019,1.7494,1.7521,1.763,1.929,1.9342,1.9288,1.9155,1.8953,1.8692,1.7342,1.7051,1.6866
5/1/2019,1.7462,1.749,1.7609,1.9286,1.935,1.9302,1.9173,1.897,1.8708,1.7358,1.7067,1.6882
5/2/2019,1.7007,1.704,1.7169,1.8883,1.8946,1.8899,1.8775,1.8572,1.8311,1.6961,1.6671,1.6487
5/3/2019,1.7053,1.7082,1.7205,1.892,1.898,1.893,1.8804,1.8606,1.834,1.6986,1.6691,1.6502
5/4/2019,1.7053,1.7082,1.7205,1.892,1.898,1.893,1.8804,1.8606,1.834,1.6986,1.6691,1.6502
5/5/2019,1.7053,1.7082,1.7205,1.892,1.898,1.893,1.8804,1.8606,1.834,1.6986,1.6691,1.6502
5/6/2019,1.7025,1.7052,1.7165,1.8882,1.8939,1.8888,1.8762,1.8568,1.8304,1.6953,1.666,1.6484
5/7/2019,1.6608,1.663,1.6741,1.8458,1.8521,1.8484,1.8356,1.8159,1.7902,1.6553,1.626,1.6084
5/8/2019,1.6793,1.6815,1.6928,1.866,1.873,1.8701,1.8573,1.8376,1.8112,1.6765,1.6469,1.6289
5/9/2019,1.6768,1.6798,1.6918,1.8658,1.874,1.8719,1.8586,1.8381,1.8102,1.6757,1.6461,1.6281
5/10/2019,1.6815,1.6848,1.6979,1.8724,1.8811,1.8785,1.8651,1.843,1.8134,1.6792,1.6501,1.6307
5/11/2019,1.6815,1.6848,1.6979,1.8724,1.8811,1.8785,1.8651,1.843,1.8134,1.6792,1.6501,1.6307
5/12/2019,1.6815,1.6848,1.6979,1.8724,1.8811,1.8785,1.8651,1.843,1.8134,1.6792,1.6501,1.6307
5/13/2019,1.6694,1.6727,1.6858,1.8603,1.8699,1.8673,1.8533,1.83,1.7994,1.6644,1.6354,1.6165
5/14/2019,1.6878,1.6911,1.7041,1.8784,1.8876,1.8845,1.8704,1.8469,1.8161,1.6808,1.6519,1.6331
5/15/2019,1.703,1.7058,1.7187,1.8928,1.9015,1.898,1.8827,1.8587,1.827,1.6915,1.6626,1.6437
5/16/2019,1.7228,1.7245,1.737,1.9113,1.9201,1.9161,1.9001,1.8757,1.8431,1.708,1.6793,1.6605
5/17/2019,1.7098,1.7116,1.724,1.8978,1.9068,1.9027,1.8863,1.8619,1.8293,1.6942,1.6655,1.6467
5/18/2019,1.7098,1.7116,1.724,1.8978,1.9068,1.9027,1.8863,1.8619,1.8293,1.6942,1.6655,1.6467
5/19/2019,1.7098,1.7116,1.724,1.8978,1.9068,1.9027,1.8863,1.8619,1.8293,1.6942,1.6655,1.6467
5/20/2019,1.7055,1.7087,1.7219,1.8959,1.9056,1.9015,1.8848,1.8599,1.827,1.6917,1.6626,1.6442
5/21/2019,1.7117,1.7147,1.7279,1.9016,1.9114,1.9065,1.8899,1.8654,1.8328,1.6974,1.6683,1.6498
5/22/2019,1.6784,1.6801,1.6921,1.8668,1.8771,1.8717,1.8557,1.8322,1.8004,1.665,1.6359,1.6179
5/23/2019,1.5975,1.5995,1.6112,1.7865,1.7971,1.7925,1.7766,1.7536,1.7229,1.5884,1.5594,1.5437
5/24/2019,1.62,1.622,1.6338,1.8089,1.8196,1.8157,1.801,1.7785,1.7483,1.6142,1.5843,1.5671
5/25/2019,1.62,1.622,1.6338,1.8089,1.8196,1.8157,1.801,1.7785,1.7483,1.6142,1.5843,1.5671
5/26/2019,1.62,1.622,1.6338,1.8089,1.8196,1.8157,1.801,1.7785,1.7483,1.6142,1.5843,1.5671
5/27/2019,1.62,1.622,1.6338,1.8089,1.8196,1.8157,1.801,1.7785,1.7483,1.6142,1.5843,1.5671
5/28/2019,1.6431,1.6448,1.6559,1.8309,1.8409,1.8365,1.8216,1.7993,1.7691,1.6349,1.6053,1.588
5/29/2019,1.6325,1.6345,1.6452,1.8215,1.831,1.8259,1.8108,1.7894,1.759,1.6247,1.5941,1.5762
5/30/2019,1.5748,1.5783,1.5908,1.7688,1.7793,1.7745,1.7597,1.7387,1.7085,1.5744,1.544,1.5266
5/31/2019,1.4963,1.5006,1.5147,1.6932,1.7043,1.6999,1.6864,1.6665,1.6379,1.5054,1.4763,1.4593
6/1/2019,1.4963,1.5006,1.5147,1.6932,1.7043,1.6999,1.6864,1.6665,1.6379,1.5054,1.4763,1.4593
6/2/2019,1.4963,1.5006,1.5147,1.6932,1.7043,1.6999,1.6864,1.6665,1.6379,1.5054,1.4763,1.4593
6/3/2019,1.4745,1.4796,1.4953,1.6745,1.6866,1.6836,1.6713,1.6524,1.6259,1.4946,1.4666,1.4506
6/4/2019,1.4695,1.4733,1.4876,1.6658,1.6775,1.6749,1.6633,1.6458,1.6207,1.4897,1.4616,1.4456
6/5/2019,1.4266,1.4302,1.4447,1.6234,1.6354,1.6328,1.6215,1.6046,1.5799,1.4505,1.4224,1.4063
6/6/2019,1.449,1.4535,1.4686,1.6477,1.6595,1.6569,1.6457,1.629,1.6044,1.4744,1.4462,1.4328
6/7/2019,1.4837,1.4874,1.501,1.6786,1.6889,1.6861,1.6748,1.6581,1.6335,1.5033,1.4751,1.4617
6/8/2019,1.4837,1.4874,1.501,1.6786,1.6889,1.6861,1.6748,1.6581,1.6335,1.5033,1.4751,1.4617
6/9/2019,1.4837,1.4874,1.501,1.6786,1.6889,1.6861,1.6748,1.6581,1.6335,1.5033,1.4751,1.4617
6/10/2019,1.4744,1.4778,1.4912,1.6695,1.6804,1.678,1.6668,1.649,1.6246,1.4948,1.4666,1.452
6/11/2019,1.4869,1.4903,1.5039,1.6835,1.6954,1.6934,1.682,1.6634,1.6387,1.5083,1.4802,1.465
6/12/2019,1.4342,1.4387,1.4533,1.6335,1.6453,1.6435,1.6328,1.6158,1.5927,1.4637,1.4365,1.4214
6/13/2019,1.466,1.4701,1.4846,1.6642,1.6759,1.6737,1.6627,1.6455,1.622,1.4929,1.4649,1.4498
6/14/2019,1.4722,1.475,1.488,1.6663,1.6771,1.6742,1.663,1.6463,1.6225,1.4933,1.4654,1.4502
6/15/2019,1.4722,1.475,1.488,1.6663,1.6771,1.6742,1.663,1.6463,1.6225,1.4933,1.4654,1.4502
6/16/2019,1.4722,1.475,1.488,1.6663,1.6771,1.6742,1.663,1.6463,1.6225,1.4933,1.4654,1.4502
6/17/2019,1.4498,1.454,1.4685,1.6466,1.6573,1.6542,1.6431,1.6267,1.6032,1.4735,1.4452,1.4298
6/18/2019,1.48,1.4842,1.4985,1.6766,1.6873,1.6843,1.6733,1.6569,1.633,1.5031,1.4747,1.4589
6/19/2019,1.4829,1.4865,1.5003,1.6793,1.6897,1.6866,1.675,1.6582,1.6337,1.5039,1.4756,1.4599
6/20/2019,1.5457,1.5497,1.5629,1.7414,1.7512,1.7474,1.7352,1.7164,1.6906,1.5605,1.5319,1.5136
6/21/2019,1.57,1.5728,1.585,1.7622,1.7711,1.7665,1.7532,1.7325,1.7066,1.5762,1.5463,1.5281
6/22/2019,1.57,1.5728,1.585,1.7622,1.7711,1.7665,1.7532,1.7325,1.7066,1.5762,1.5463,1.5281
6/23/2019,1.57,1.5728,1.585,1.7622,1.7711,1.7665,1.7532,1.7325,1.7066,1.5762,1.5463,1.5281
6/24/2019,1.5718,1.5753,1.5886,1.7663,1.7752,1.7701,1.7563,1.7357,1.7084,1.5778,1.5472,1.528
6/25/2019,1.5849,1.5873,1.6002,1.7778,1.7874,1.7822,1.7683,1.7474,1.72,1.5891,1.5585,1.5392
6/26/2019,1.633,1.6341,1.6461,1.8201,1.8277,1.8205,1.8045,1.7823,1.7548,1.6228,1.5915,1.5734
6/27/2019,1.6317,1.6339,1.6465,1.8193,1.8265,1.8185,1.8021,1.7801,1.7524,1.62,1.589,1.5722
6/28/2019,1.6159,1.6191,1.6333,1.8056,1.8129,1.805,1.789,1.7673,1.7398,1.607,1.5756,1.5581
6/29/2019,1.6159,1.6191,1.6333,1.8056,1.8129,1.805,1.789,1.7673,1.7398,1.607,1.5756,1.5581
6/30/2019,1.6159,1.6191,1.6333,1.8056,1.8129,1.805,1.789,1.7673,1.7398,1.607,1.5756,1.5581
7/1/2019,1.6352,1.639,1.6549,1.8282,1.8362,1.8293,1.8133,1.7911,1.7627,1.6288,1.5968,1.5778
7/2/2019,1.577,1.5801,1.5947,1.7672,1.7749,1.7683,1.7523,1.7299,1.7016,1.5678,1.536,1.5165
7/3/2019,1.6126,1.6151,1.6299,1.8013,1.8088,1.802,1.7858,1.7636,1.7347,1.6009,1.5691,1.5496
7/4/2019,1.6126,1.6151,1.6299,1.8013,1.8088,1.802,1.7858,1.7636,1.7347,1.6009,1.5691,1.5496
7/5/2019,1.6179,1.6192,1.6322,1.803,1.8096,1.8025,1.7855,1.7621,1.7324,1.5985,1.5665,1.5469
7/6/2019,1.6179,1.6192,1.6322,1.803,1.8096,1.8025,1.7855,1.7621,1.7324,1.5985,1.5665,1.5469
7/7/2019,1.6179,1.6192,1.6322,1.803,1.8096,1.8025,1.7855,1.7621,1.7324,1.5985,1.5665,1.5469
7/8/2019,1.6112,1.6137,1.6276,1.7992,1.8073,1.8017,1.7857,1.7626,1.7326,1.5976,1.5647,1.5431
7/9/2019,1.6232,1.625,1.638,1.8088,1.8164,1.8099,1.7936,1.7706,1.7403,1.6036,1.5703,1.5482
